Date,GLD,SLV,USD_INR,DXY,USO,SPX,CPI,Rate,EUR_USD,VIX,Month
2021-01-20,1694.83,22.26,75.69,95.75,42.09,3809.47,2.56,2.26,1.1149,18.04,1
2021-01-21,1693.63,22.22,75.87,96.37,50.95,3801.65,2.65,2.21,1.1221,16.76,1
2021-01-22,1693.94,22.04,76.08,94.12,46.67,3858.26,2.58,2.19,1.12,14.35,1
2021-01-25,1698.67,22.09,76.36,96.38,46.16,3791.11,2.91,2.26,1.1125,24.31,1
2021-01-26,1698.32,21.81,75.93,97.17,47.08,3822.85,2.68,2.22,1.1193,14.65,1
2021-01-27,1702.46,22.41,76.25,94.32,47.4,3843.86,2.63,2.23,1.1172,19.01,1
2021-01-28,1700.29,22.27,76.77,95.99,45.83,3818.89,2.6,2.28,1.1211,16.05,1
2021-01-29,1703.42,22.34,76.15,95.37,44.99,3861.69,2.6,2.22,1.1125,18.15,1
2021-02-01,1709.43,22.01,76.13,94.14,47.6,3823.23,2.65,2.23,1.1072,19.83,2
2021-02-02,1702.9,21.28,75.22,95.76,47.33,3884.66,2.65,2.2,1.1196,12.52,2
2021-02-03,1701.71,22.56,74.68,96.03,45.11,3840.73,2.61,2.25,1.1372,17.97,2
2021-02-04,1704.89,21.97,76.2,94.88,49.74,3866.74,2.62,2.24,1.1208,22.76,2
2021-02-05,1705.55,21.83,75.97,96.29,47.67,3871.08,2.75,2.27,1.1167,25.05,2
2021-02-08,1708.02,22.48,75.77,94.02,48.74,3831.97,2.76,2.2,1.1275,17.48,2
2021-02-09,1707.35,22.04,76.16,94.16,50.26,3791.3,2.67,2.2,1.1184,18.17,2
2021-02-10,1708.86,22.64,76.02,95.46,47.72,3865.82,2.54,2.26,1.1387,26.85,2
2021-02-11,1709.57,22.47,76.62,95.37,48.53,3859.27,2.69,2.24,1.12,22.54,2
2021-02-12,1714.49,22.56,76.12,94.77,49.73,3875.87,2.78,2.18,1.127,15.53,2
2021-02-15,1716.46,21.77,75.71,95.99,46.89,3854.5,2.76,2.29,1.1125,15.52,2
2021-02-16,1718.67,22.83,76.59,95.76,48.69,3850.49,2.71,2.14,1.125,21.83,2
2021-02-17,1718.46,22.44,76.0,96.02,49.07,3925.75,2.77,2.26,1.1228,13.96,2
2021-02-18,1717.97,22.19,76.38,95.23,47.16,3823.43,2.66,2.16,1.1194,22.35,2
2021-02-19,1717.64,22.39,75.89,95.81,53.96,3891.72,2.71,2.32,1.115,19.34,2
2021-02-22,1719.93,21.65,75.81,94.97,46.78,3854.56,2.6,2.14,1.1136,20.07,2
2021-02-23,1719.57,22.52,76.19,96.97,47.26,3863.83,2.68,2.28,1.1228,16.97,2
2021-02-24,1721.47,21.97,76.17,94.67,52.77,3866.49,2.77,2.22,1.1263,15.48,2
2021-02-25,1729.05,21.94,76.41,97.0,51.85,3854.0,2.61,2.2,1.1187,23.85,2
2021-02-26,1732.75,21.92,76.05,95.34,48.66,3897.34,2.59,2.23,1.1229,17.01,2
2021-03-01,1732.6,22.97,75.27,94.21,52.22,3924.02,2.67,2.25,1.1196,16.36,3
2021-03-02,1737.3,22.33,75.99,96.4,54.24,3898.5,2.65,2.17,1.121,17.68,3
2021-03-03,1736.82,23.19,76.61,95.41,51.56,3889.6,2.72,2.18,1.118,18.77,3
2021-03-04,1731.1,22.29,76.08,95.98,57.13,3859.01,2.63,2.25,1.1202,13.88,3
2021-03-05,1728.65,21.79,76.11,96.28,48.8,3906.2,2.8,2.13,1.147,15.74,3
2021-03-08,1723.41,21.96,76.74,95.57,53.96,3957.49,2.56,2.19,1.1231,15.53,3
2021-03-09,1723.0,22.89,75.9,94.82,55.24,3883.48,2.77,2.37,1.1265,21.38,3
2021-03-10,1723.75,22.35,75.5,96.07,55.03,3885.72,2.61,2.17,1.1244,14.46,3
2021-03-11,1729.78,22.27,76.2,95.29,53.18,3882.27,2.53,2.27,1.1174,10.98,3
2021-03-12,1731.46,22.57,76.05,95.83,53.35,3886.52,2.69,2.18,1.1329,10.13,3
2021-03-15,1731.36,22.71,75.82,93.56,55.17,3820.94,2.65,2.24,1.1171,12.12,3
2021-03-16,1734.6,23.0,76.23,95.64,56.27,3917.55,2.59,2.25,1.1306,23.45,3
2021-03-17,1728.07,23.04,76.57,94.76,56.2,3882.13,2.54,2.27,1.1167,18.06,3
2021-03-18,1729.35,22.34,76.33,96.59,57.45,3861.29,2.68,2.2,1.1104,20.0,3
2021-03-19,1732.31,21.99,76.5,95.77,53.7,3934.3,2.76,2.31,1.1237,20.15,3
2021-03-22,1728.05,22.3,77.26,95.46,55.65,3881.34,2.72,2.18,1.109,18.22,3
2021-03-23,1732.15,22.62,76.2,95.65,54.6,3905.74,2.68,2.22,1.1254,17.7,3
2021-03-24,1733.65,22.15,76.52,94.46,56.09,3961.99,2.72,2.22,1.1081,22.18,3
2021-03-25,1732.71,22.14,76.14,96.56,59.28,3877.82,2.68,2.15,1.1168,18.58,3
2021-03-26,1735.1,22.69,75.98,96.85,57.85,3876.22,2.57,2.19,1.1057,23.6,3
2021-03-29,1742.71,22.64,76.12,95.57,63.24,3932.38,2.57,2.22,1.1482,20.48,3
2021-03-30,1743.6,22.68,76.18,96.52,58.81,3960.88,2.67,2.19,1.1035,15.53,3
2021-03-31,1744.68,22.38,76.61,94.79,58.94,3881.27,2.67,2.33,1.1201,16.01,3
2021-04-01,1743.47,22.57,77.62,94.6,59.43,3942.83,2.75,2.17,1.1314,15.09,4
2021-04-02,1740.99,22.26,76.1,95.27,58.35,3950.13,2.75,2.27,1.1304,22.87,4
2021-04-05,1743.85,23.03,76.26,95.58,59.91,3873.03,2.74,2.25,1.1285,16.38,4
2021-04-06,1741.3,23.05,76.45,94.92,62.69,3960.86,2.67,2.2,1.1168,14.81,4
2021-04-07,1741.69,21.9,76.69,95.66,61.07,3965.3,2.58,2.16,1.1335,19.28,4
2021-04-08,1740.31,22.25,76.63,95.47,59.67,3931.75,2.72,2.17,1.1291,17.61,4
2021-04-09,1741.95,22.05,77.15,94.43,59.81,3980.77,2.73,2.18,1.1221,19.18,4
2021-04-12,1743.12,22.4,75.31,95.64,61.18,3979.39,2.5,2.11,1.1224,25.56,4
2021-04-13,1746.51,22.67,75.34,95.91,62.64,3950.49,2.63,2.15,1.117,21.65,4
2021-04-14,1744.93,22.1,76.3,95.35,65.3,3935.96,2.64,2.13,1.1109,18.11,4
2021-04-15,1744.09,22.3,77.1,96.13,60.65,3922.42,2.71,2.27,1.1324,12.37,4
2021-04-16,1740.96,22.23,75.78,94.24,63.1,3952.57,2.63,2.23,1.1331,16.0,4
2021-04-19,1739.53,22.7,75.07,95.58,64.45,3972.89,2.69,2.24,1.1112,20.84,4
2021-04-20,1740.7,22.66,76.87,94.27,60.91,3948.17,2.68,2.23,1.1185,13.32,4
2021-04-21,1743.07,22.37,76.72,94.31,63.33,3894.07,2.69,2.21,1.1186,26.56,4
2021-04-22,1740.05,22.69,76.07,94.69,64.06,4000.16,2.64,2.27,1.1197,18.06,4
2021-04-23,1742.74,22.44,76.13,94.44,64.25,3969.91,2.65,2.17,1.1206,18.2,4
2021-04-26,1746.97,22.6,76.15,94.75,66.64,3954.91,2.62,2.2,1.1295,15.33,4
2021-04-27,1748.17,23.4,76.7,95.02,66.35,3994.11,2.73,2.24,1.1125,19.99,4
2021-04-28,1754.03,23.34,76.34,95.85,65.98,4016.24,2.75,2.13,1.1115,13.37,4
2021-04-29,1751.4,22.25,76.91,94.93,68.36,3888.54,2.64,2.35,1.1324,26.66,4
2021-04-30,1747.24,23.05,75.25,93.91,71.37,3987.73,2.83,2.2,1.1154,23.27,4
2021-05-03,1741.36,22.96,76.26,96.09,71.61,3934.0,2.68,2.2,1.1074,21.94,5
2021-05-04,1745.94,22.24,76.14,94.5,64.9,3993.87,2.83,2.26,1.1151,12.44,5
2021-05-05,1747.82,23.05,76.58,95.12,70.31,3984.84,2.66,2.24,1.1167,18.82,5
2021-05-06,1747.41,23.33,76.45,95.52,69.21,4002.17,2.55,2.2,1.1355,22.84,5
2021-05-07,1748.06,22.28,77.13,95.32,70.28,3970.22,2.74,2.2,1.1292,20.37,5
2021-05-10,1744.2,22.31,75.81,96.04,69.58,3931.1,2.73,2.12,1.1315,13.99,5
2021-05-11,1751.76,23.18,76.78,95.54,71.02,3975.89,2.72,2.17,1.1282,15.4,5
2021-05-12,1751.89,22.88,77.04,94.47,71.48,4003.71,2.66,2.22,1.1295,16.19,5
2021-05-13,1751.95,23.0,77.7,96.89,70.42,4024.06,2.71,2.21,1.1131,15.59,5
2021-05-14,1753.98,22.94,76.55,95.3,70.18,3960.55,2.68,2.25,1.118,24.12,5
2021-05-17,1755.21,22.97,76.96,95.03,71.47,4028.61,2.69,2.18,1.1101,10.32,5
2021-05-18,1755.61,22.29,75.91,95.91,73.22,3980.46,2.79,2.12,1.1179,20.62,5
2021-05-19,1752.75,23.2,75.62,95.34,74.33,4012.87,2.73,2.24,1.1268,12.83,5
2021-05-20,1753.93,23.27,77.25,95.46,75.22,3988.8,2.77,2.26,1.1213,14.15,5
2021-05-21,1759.62,22.78,76.84,97.13,72.9,4011.67,2.7,2.23,1.1331,9.96,5
2021-05-24,1763.58,22.91,77.44,94.91,74.83,4035.06,2.7,2.18,1.1086,15.8,5
2021-05-25,1768.33,22.38,76.18,94.87,76.56,3973.59,2.63,2.24,1.125,24.04,5
2021-05-26,1766.34,23.17,77.13,95.22,77.33,3992.1,2.7,2.36,1.1075,19.06,5
2021-05-27,1762.82,23.15,77.82,95.98,75.24,4020.15,2.46,2.19,1.1209,13.21,5
2021-05-28,1762.06,22.88,77.11,93.91,75.27,4088.75,2.68,2.12,1.1274,22.07,5
2021-05-31,1761.88,23.35,77.05,93.54,76.45,3992.9,2.72,2.16,1.1179,22.93,5
2021-06-01,1765.02,22.81,76.92,94.64,74.11,4082.1,2.77,2.22,1.1255,18.42,6
2021-06-02,1759.24,23.1,76.14,93.8,76.37,4083.13,2.71,2.1,1.1104,26.14,6
2021-06-03,1763.78,22.52,77.62,94.77,78.58,4022.18,2.76,2.19,1.1034,21.29,6
2021-06-04,1762.91,22.91,76.65,95.51,78.71,4018.26,2.56,2.2,1.1256,20.73,6
2021-06-07,1761.18,22.83,77.22,94.39,77.21,4008.54,2.73,2.26,1.1374,14.79,6
2021-06-08,1757.59,22.94,76.19,93.96,78.5,4029.35,2.6,2.25,1.11,20.51,6
2021-06-09,1751.94,22.63,76.4,95.15,76.73,3991.3,2.64,2.23,1.1322,18.87,6
2021-06-10,1754.22,22.75,77.71,95.78,80.1,4033.31,2.72,2.07,1.1204,20.08,6
2021-06-11,1754.11,23.13,76.83,93.73,78.84,4082.61,2.84,2.23,1.1066,15.26,6
2021-06-14,1749.64,22.57,77.74,95.74,78.74,4021.47,2.77,2.22,1.1087,18.51,6
2021-06-15,1745.15,22.04,76.99,95.74,78.86,4034.68,2.74,2.19,1.1202,14.73,6
2021-06-16,1743.75,23.37,76.12,95.84,79.74,3992.97,2.74,2.09,1.116,9.41,6
2021-06-17,1748.77,23.29,77.5,96.05,79.24,4057.32,2.68,2.14,1.1069,21.99,6
2021-06-18,1747.62,22.2,76.77,96.84,81.73,4056.13,2.7,2.12,1.1031,11.99,6
2021-06-21,1742.5,22.93,77.42,94.79,79.88,4052.21,2.78,2.08,1.1115,18.43,6
2021-06-22,1741.42,22.44,77.1,95.16,84.12,4045.9,2.63,2.18,1.1219,19.33,6
2021-06-23,1740.25,22.73,76.32,94.73,84.11,4045.72,2.79,2.14,1.1199,19.31,6
2021-06-24,1731.34,22.63,77.19,95.06,79.64,4071.66,2.71,2.31,1.115,16.87,6
2021-06-25,1730.9,22.41,78.22,96.29,81.8,4057.84,2.81,2.17,1.122,19.08,6
2021-06-28,1729.91,22.18,77.37,93.98,80.59,4070.25,2.82,2.24,1.1304,19.88,6
2021-06-29,1731.89,22.24,77.11,94.36,81.45,4069.35,2.62,2.1,1.1239,20.94,6
2021-06-30,1737.57,22.22,77.69,96.15,86.33,4098.7,2.7,2.15,1.1188,24.93,6
2021-07-01,1740.96,22.3,77.27,95.86,81.91,4087.41,2.68,2.18,1.1293,18.94,7
2021-07-02,1739.9,22.59,77.28,94.75,83.44,4074.99,2.61,2.13,1.1104,18.26,7
2021-07-05,1736.17,22.28,76.64,95.72,84.0,4116.85,2.67,2.15,1.1178,14.37,7
2021-07-06,1744.23,22.95,77.31,95.31,81.1,4086.01,2.95,2.16,1.118,19.74,7
2021-07-07,1744.26,23.27,77.72,96.24,81.56,4114.65,2.8,2.16,1.1076,20.67,7
2021-07-08,1744.16,22.44,76.8,95.09,81.03,4095.81,2.91,2.26,1.1158,17.23,7
2021-07-09,1743.95,22.77,77.94,95.85,81.82,4024.44,2.82,2.19,1.0993,20.18,7
2021-07-12,1744.48,22.88,77.19,97.14,78.05,4120.95,2.7,2.19,1.1391,16.83,7
2021-07-13,1743.93,22.86,76.81,95.5,84.98,4087.96,2.73,2.2,1.1106,20.68,7
2021-07-14,1742.02,22.68,77.76,95.06,88.13,4084.44,2.81,2.2,1.1359,21.65,7
2021-07-15,1740.22,22.92,77.13,95.59,84.44,4096.54,2.8,2.17,1.1204,21.59,7
2021-07-16,1740.08,22.81,77.66,94.72,81.43,4079.85,2.72,2.15,1.1256,18.47,7
2021-07-19,1738.33,22.1,77.15,96.92,83.09,4099.11,2.64,2.18,1.1151,13.84,7
2021-07-20,1736.05,22.92,77.27,95.15,83.55,4076.64,3.03,2.23,1.1221,15.55,7
2021-07-21,1736.42,22.93,77.56,94.79,82.53,4134.73,2.75,2.22,1.1265,20.38,7
2021-07-22,1735.66,22.26,77.47,94.33,86.37,4095.19,2.74,2.15,1.1266,27.8,7
2021-07-23,1740.54,22.64,76.34,95.88,86.34,4089.22,2.78,2.2,1.1277,16.64,7
2021-07-26,1732.15,22.79,76.79,95.69,82.47,4075.05,2.75,2.16,1.1163,19.82,7
2021-07-27,1735.76,22.48,77.82,94.6,86.29,4112.96,2.78,2.17,1.1152,15.78,7
2021-07-28,1739.89,23.05,77.3,95.45,87.94,4112.61,2.87,2.14,1.1041,14.1,7
2021-07-29,1733.41,23.48,77.12,93.78,88.73,4120.75,2.76,2.16,1.1252,15.29,7
2021-07-30,1732.51,22.21,76.71,95.13,90.69,4080.38,2.68,2.23,1.1308,9.67,7
2021-08-02,1731.53,21.96,76.86,95.34,83.18,4065.26,2.76,2.17,1.1362,23.41,8
2021-08-03,1727.26,22.58,76.4,96.34,90.64,4134.17,2.74,2.17,1.1231,9.08,8
2021-08-04,1725.03,22.71,77.37,94.36,84.29,4162.04,2.89,2.09,1.1123,16.94,8
2021-08-05,1721.76,22.29,77.14,93.95,83.81,4088.81,2.87,2.15,1.103,13.29,8
2021-08-06,1727.68,23.04,76.96,94.25,85.64,4169.38,2.79,2.15,1.1304,14.46,8
2021-08-09,1731.01,21.97,77.42,93.9,83.8,4132.32,2.68,2.12,1.102,23.51,8
2021-08-10,1735.44,22.84,77.65,96.03,85.73,4125.69,2.68,2.16,1.1166,18.8,8
2021-08-11,1738.14,22.35,78.53,96.2,82.25,4116.07,2.78,2.14,1.1178,14.14,8
2021-08-12,1734.95,23.24,76.74,95.21,84.36,4088.56,2.81,2.16,1.1193,15.64,8
2021-08-13,1733.71,23.34,78.08,95.93,87.36,4161.83,2.75,2.17,1.1204,14.94,8
2021-08-16,1735.75,22.26,78.0,95.06,84.61,4111.03,2.74,2.11,1.1214,17.83,8
2021-08-17,1732.33,22.3,77.13,94.87,84.93,4113.01,2.74,2.14,1.0958,18.69,8
2021-08-18,1735.14,22.9,77.64,94.68,85.51,4168.26,2.78,2.16,1.1201,25.58,8
2021-08-19,1734.92,22.4,77.32,94.69,86.81,4084.11,2.6,2.22,1.0977,10.33,8
2021-08-20,1734.3,22.53,77.65,93.7,81.06,4096.99,2.7,2.17,1.1273,17.86,8
2021-08-23,1737.18,22.59,78.32,95.15,85.43,4144.26,2.74,2.12,1.1144,16.74,8
2021-08-24,1739.24,21.84,77.88,94.9,83.61,4155.7,2.89,2.18,1.0984,21.79,8
2021-08-25,1738.74,22.6,77.84,95.53,84.35,4163.54,2.72,2.24,1.1119,19.42,8
2021-08-26,1743.14,22.38,77.39,95.0,86.01,4142.05,2.81,2.2,1.1143,20.36,8
2021-08-27,1740.4,22.43,76.87,94.79,81.36,4229.11,2.81,2.18,1.1319,19.38,8
2021-08-30,1743.12,23.24,77.52,94.22,81.57,4148.46,2.9,2.19,1.122,14.27,8
2021-08-31,1745.79,22.19,78.24,94.98,79.57,4150.48,2.9,2.22,1.1234,22.85,8
2021-09-01,1745.6,23.02,76.88,95.51,82.17,4135.59,2.79,2.21,1.1318,21.19,9
2021-09-02,1747.48,22.61,77.13,94.0,85.76,4165.32,2.76,2.18,1.119,21.66,9
2021-09-03,1744.33,22.56,77.73,94.98,82.67,4182.15,2.74,2.2,1.1275,23.06,9
2021-09-06,1748.17,23.04,77.19,95.09,80.04,4201.91,2.78,2.1,1.1268,19.67,9
2021-09-07,1748.5,22.87,77.29,94.33,81.55,4123.22,2.76,2.08,1.1071,23.92,9
2021-09-08,1747.76,22.95,77.49,94.43,79.34,4162.62,2.84,2.16,1.1347,19.51,9
2021-09-09,1752.09,23.16,77.03,95.08,79.86,4185.5,2.83,2.15,1.1058,17.12,9
2021-09-10,1750.83,22.63,77.23,93.99,82.66,4191.81,2.85,2.12,1.1292,17.97,9
2021-09-13,1747.35,22.47,78.08,95.17,79.31,4176.5,2.9,2.19,1.1048,17.9,9
2021-09-14,1743.42,22.23,77.09,94.17,83.65,4194.67,2.95,2.05,1.126,15.92,9
2021-09-15,1746.43,22.37,76.96,95.74,81.04,4156.23,2.81,2.12,1.1386,24.53,9
2021-09-16,1743.44,23.84,77.45,96.75,81.1,4229.34,2.89,2.12,1.1179,19.19,9
2021-09-17,1750.19,23.25,78.14,94.19,80.12,4214.48,2.78,2.06,1.1174,18.38,9
2021-09-20,1744.68,22.14,77.69,95.3,81.96,4146.45,2.9,2.22,1.1261,19.55,9
2021-09-21,1751.29,22.24,77.57,94.29,81.71,4156.65,2.89,2.08,1.1167,29.92,9
2021-09-22,1753.18,22.98,77.83,95.7,80.53,4159.59,2.89,2.12,1.1382,13.47,9
2021-09-23,1754.1,23.02,76.95,93.85,80.71,4213.44,2.82,2.19,1.1219,14.62,9
2021-09-24,1753.62,23.02,78.08,95.25,78.87,4156.66,2.76,2.18,1.1168,12.48,9
2021-09-27,1756.18,22.73,78.03,94.16,80.08,4187.37,2.7,2.09,1.1146,17.07,9
2021-09-28,1757.37,22.8,77.65,94.69,78.02,4213.04,2.81,2.18,1.1107,18.98,9
2021-09-29,1762.23,23.04,78.37,94.03,78.39,4199.52,2.94,2.16,1.1137,16.14,9
2021-09-30,1763.95,22.97,77.31,95.51,77.52,4211.37,2.79,2.26,1.1165,15.84,9
2021-10-01,1765.81,22.07,78.45,94.18,76.83,4173.73,2.88,2.16,1.1151,18.57,10
2021-10-04,1766.05,22.87,77.98,95.29,76.04,4225.65,2.89,2.13,1.1134,15.99,10
2021-10-05,1767.3,22.63,77.74,94.57,78.03,4191.5,2.8,2.1,1.141,19.24,10
2021-10-06,1769.73,23.08,77.91,94.75,79.38,4202.26,2.93,2.1,1.1097,22.46,10
2021-10-07,1765.73,24.15,77.88,94.96,78.76,4221.23,2.59,2.1,1.1215,20.71,10
2021-10-08,1762.91,23.06,78.55,94.22,73.55,4219.29,2.72,2.21,1.1259,21.52,10
2021-10-11,1766.8,22.84,77.41,95.0,78.29,4219.02,2.75,2.14,1.1263,22.34,10
2021-10-12,1768.88,23.36,77.58,96.05,74.72,4197.88,2.76,2.17,1.1194,19.13,10
2021-10-13,1769.84,23.2,78.49,94.2,76.2,4213.51,2.85,2.21,1.1176,17.37,10
2021-10-14,1771.47,23.2,77.69,95.76,72.82,4224.67,2.85,2.02,1.1245,14.91,10
2021-10-15,1774.18,23.31,78.45,96.02,74.55,4185.45,2.86,2.2,1.1227,16.44,10
2021-10-18,1774.06,23.89,78.86,94.16,74.52,4214.92,2.88,2.14,1.1174,15.91,10
2021-10-19,1773.2,22.6,77.82,93.65,70.55,4242.53,2.75,2.16,1.1044,20.93,10
2021-10-20,1775.47,23.27,78.37,95.05,74.35,4194.68,2.73,2.09,1.1153,19.39,10
2021-10-21,1774.0,22.69,77.46,94.37,75.44,4269.8,2.86,2.1,1.1085,20.79,10
2021-10-22,1776.99,23.32,78.43,96.3,72.01,4275.29,2.78,2.16,1.1133,13.36,10
2021-10-25,1773.24,22.68,78.16,94.83,74.69,4201.95,2.71,2.25,1.1203,23.73,10
2021-10-26,1778.24,22.95,78.31,94.16,71.2,4282.13,2.91,2.18,1.1236,16.29,10
2021-10-27,1781.48,23.04,77.76,93.88,72.88,4239.19,2.95,2.2,1.1378,13.6,10
2021-10-28,1784.03,23.58,77.27,95.66,66.34,4258.16,2.96,2.12,1.1146,16.24,10
2021-10-29,1788.93,23.62,78.36,94.33,75.22,4232.8,2.85,2.1,1.1277,27.94,10
2021-11-01,1796.03,22.85,77.09,94.82,72.96,4277.49,2.89,2.09,1.1231,16.45,11
2021-11-02,1801.05,23.44,77.97,95.55,69.0,4264.08,2.95,2.11,1.133,16.7,11
2021-11-03,1796.95,23.08,78.61,94.39,65.21,4229.58,2.79,2.03,1.1258,17.23,11
2021-11-04,1794.65,22.83,78.25,94.74,69.32,4221.14,2.93,2.09,1.1099,17.41,11
2021-11-05,1794.46,23.24,79.14,94.76,65.45,4214.39,2.86,2.1,1.1028,14.87,11
2021-11-08,1796.36,23.23,78.69,95.32,68.81,4265.94,2.92,2.12,1.1231,18.57,11
2021-11-09,1799.85,24.37,77.86,95.24,68.33,4279.57,2.86,2.13,1.1147,22.3,11
2021-11-10,1799.36,23.56,78.21,94.59,65.21,4284.03,2.95,2.15,1.1102,19.26,11
2021-11-11,1801.8,22.87,78.18,94.81,68.92,4263.06,2.86,2.13,1.1073,13.56,11
2021-11-12,1801.24,23.19,77.43,94.46,67.87,4233.99,2.73,2.1,1.1216,16.62,11
2021-11-15,1801.14,23.82,77.76,93.57,67.79,4250.34,2.96,2.03,1.1351,15.79,11
2021-11-16,1798.5,24.22,77.96,94.96,65.44,4307.47,2.77,2.1,1.1159,18.21,11
2021-11-17,1797.41,22.73,77.23,96.26,62.17,4260.46,2.95,2.08,1.1259,23.32,11
2021-11-18,1794.96,22.58,78.28,94.04,66.54,4281.4,2.84,2.15,1.119,17.4,11
2021-11-19,1793.71,24.07,78.15,94.13,63.62,4246.93,2.95,2.17,1.1071,17.65,11
2021-11-22,1798.96,23.54,77.45,94.04,60.96,4291.4,2.94,2.17,1.1273,25.11,11
2021-11-23,1797.8,23.02,78.5,95.32,66.03,4269.67,2.89,2.16,1.1091,21.5,11
2021-11-24,1808.1,23.72,78.66,95.09,67.11,4316.9,2.9,2.12,1.1202,20.3,11
2021-11-25,1811.56,22.5,78.43,94.61,62.41,4310.81,2.89,2.1,1.1166,25.83,11
2021-11-26,1814.04,23.58,78.16,93.99,66.4,4274.83,2.7,2.08,1.1289,19.96,11
2021-11-29,1813.17,23.7,78.63,94.8,61.85,4288.0,2.87,2.05,1.1094,10.05,11
2021-11-30,1817.29,23.99,78.69,93.47,60.49,4277.37,2.77,2.17,1.1239,21.33,11
2021-12-01,1817.33,23.22,78.51,94.83,59.58,4253.42,2.87,2.11,1.1116,11.63,12
2021-12-02,1819.59,23.69,77.96,95.41,63.71,4272.38,2.77,2.06,1.1149,19.81,12
2021-12-03,1829.66,23.42,78.52,93.71,58.47,4306.15,2.77,2.08,1.0836,11.15,12
2021-12-06,1831.22,23.91,78.99,93.48,61.09,4312.06,2.99,2.08,1.1409,16.13,12
2021-12-07,1836.76,23.52,78.11,95.97,58.1,4308.86,2.95,2.12,1.1255,16.54,12
2021-12-08,1836.36,23.71,79.46,94.22,57.9,4297.45,2.86,2.17,1.1123,14.92,12
2021-12-09,1838.1,23.5,78.16,95.61,60.48,4336.59,2.88,2.1,1.1088,16.6,12
2021-12-10,1845.61,24.25,78.45,94.58,57.27,4312.61,2.85,2.0,1.115,22.13,12
2021-12-13,1845.44,24.33,78.11,94.57,56.83,4333.9,2.91,2.11,1.1272,15.14,12
2021-12-14,1853.07,24.0,78.57,95.04,59.52,4261.69,2.81,2.11,1.1011,20.18,12
2021-12-15,1857.15,24.16,77.6,93.98,60.06,4199.33,2.95,2.1,1.1186,14.14,12
2021-12-16,1857.16,23.56,78.21,94.79,57.77,4327.61,2.85,2.08,1.1377,17.24,12
2021-12-17,1860.99,24.07,77.95,94.38,54.8,4278.46,2.84,2.12,1.1087,19.3,12
2021-12-20,1865.89,24.24,78.57,93.62,54.71,4316.93,2.87,2.12,1.1208,14.01,12
2021-12-21,1869.65,25.35,79.01,94.95,55.52,4316.34,2.83,2.11,1.142,12.75,12
2021-12-22,1866.39,23.82,78.85,94.46,55.64,4375.12,2.9,2.13,1.1263,19.97,12
2021-12-23,1865.82,24.84,77.35,94.55,52.66,4341.6,2.83,2.09,1.1213,22.49,12
2021-12-24,1866.77,24.67,79.57,93.7,55.73,4336.68,2.91,2.09,1.1251,17.68,12
2021-12-27,1868.25,24.4,78.71,95.94,54.1,4358.91,2.98,2.18,1.116,16.17,12
2021-12-28,1871.95,25.04,78.18,95.36,50.15,4346.95,2.82,2.14,1.133,18.62,12
2021-12-29,1874.21,24.51,78.66,95.43,51.39,4324.27,2.87,2.15,1.116,18.22,12
2021-12-30,1871.62,24.49,78.68,94.41,51.9,4372.24,2.92,2.17,1.1004,18.97,12
2021-12-31,1874.5,24.35,78.27,93.27,52.43,4308.91,2.85,2.14,1.1161,7.89,12
2022-01-03,1878.1,24.9,78.71,96.21,56.03,4354.0,2.92,2.15,1.1103,13.72,1
2022-01-04,1881.52,24.9,78.32,94.6,52.41,4299.97,2.93,2.03,1.1172,14.62,1
2022-01-05,1886.59,24.28,78.43,94.05,49.94,4354.62,2.97,2.12,1.1174,18.6,1
2022-01-06,1890.85,24.05,78.3,94.98,51.75,4356.39,2.84,2.1,1.132,18.74,1
2022-01-07,1893.89,24.54,77.94,95.57,50.3,4402.99,2.81,2.19,1.127,20.54,1
2022-01-10,1895.22,24.32,78.74,94.62,51.36,4307.85,2.86,2.15,1.1226,19.03,1
2022-01-11,1891.44,24.56,78.97,95.66,51.58,4338.87,2.81,2.07,1.12,12.8,1
2022-01-12,1894.32,25.12,78.95,95.5,52.56,4383.68,2.94,2.12,1.1094,23.79,1
2022-01-13,1896.48,24.47,79.11,93.77,49.81,4371.16,2.8,2.11,1.0982,23.09,1
2022-01-14,1898.82,24.67,78.87,94.08,52.87,4368.61,3.08,2.13,1.1211,12.97,1
2022-01-17,1896.18,24.67,78.46,95.39,51.14,4336.62,3.0,2.05,1.1279,19.33,1
2022-01-18,1894.15,24.96,79.15,92.45,47.65,4349.68,2.9,2.12,1.1189,15.62,1
2022-01-19,1898.92,23.79,78.07,94.5,53.24,4406.85,2.96,2.09,1.1147,18.56,1
2022-01-20,1900.18,24.46,78.31,93.47,49.23,4370.05,2.77,2.12,1.1246,22.21,1
2022-01-21,1903.71,24.83,78.28,94.23,46.67,4384.96,3.1,2.07,1.1192,26.52,1
2022-01-24,1905.14,25.25,79.32,94.37,51.42,4372.34,2.85,2.07,1.1369,21.01,1
2022-01-25,1906.54,24.59,79.26,94.32,52.05,4342.41,2.89,2.16,1.1323,19.18,1
2022-01-26,1910.83,24.09,79.04,94.16,47.61,4408.01,2.75,2.05,1.1296,16.64,1
2022-01-27,1910.44,25.08,79.35,93.72,46.47,4397.2,2.94,2.05,1.1276,18.73,1
2022-01-28,1911.98,24.6,78.38,96.43,46.93,4453.37,2.81,2.1,1.1071,23.44,1
